AK,Anchorage,Alaska Dispatch News,http://www.adn.com/
AK,Anchorage,Alaska Journal of Commerce,http://www.alaskajournal.com/
AK,Anchorage,Anchorage Press ,http://www.anchoragepress.com/
AK,Anchorage,Petroleum News,http://www.petroleumnews.com/
AK,Bethel,Delta Discovery,http://www.deltadiscovery.com/
AK,Bethel,Tundra Drums,http://www.thetundradrums.com/
AK,Cordova,Cordova Times,http://www.thecordovatimes.com/
AK,Delta Junction,Delta News Web,http://www.deltanewsweb.com/
AK,Delta Junction,Delta Wind,http://www.deltawindonline.com/
AK,Dillingham,Bristol Bay Times,http://www.thebristolbaytimes.com/
AK,Dutch Harbor,Dutch Harbor Fisherman,http://www.thedutchharborfisherman.com/
AK,Eagle River,Alaska Star ,http://www.alaskastar.com/
AK,Fairbanks,Fairbanks Daily News-Miner,http://www.newsminer.com/
AK,Girdwood,Turnagain Times,http://www.turnagaintimes.com/
AK,Haines,Chilkat Valley News,http://www.chilkatvalleynews.com/
AK,Homer,Homer News,http://homernews.com/
AK,Homer,Homer Tribune ,http://homertribune.com/
AK,Juneau,Capital City Weekly ,http://capitalcityweekly.com/
AK,Juneau,Juneau Empire,http://juneauempire.com/
AK,Kenai,Clarion Dispatch ,http://peninsulaclarion.com/dispatch
AK,Kenai,Peninsula Clarion,http://peninsulaclarion.com/
AK,Ketchikan,Ketchikan Daily News,http://www.ketchikandailynews.com/
AK,Ketchikan,Local Paper,http://thelocalpaper.com/
AK,Ketchikan,Sitnews,http://www.sitnews.us/
AK,Kodiak,Kodiak Daily Mirror,http://www.kodiakdailymirror.com/
AK,Kotzebue,Arctic Sounder,http://www.thearcticsounder.com/
AK,Nome,Nome Nugget,http://www.nomenugget.net/
AK,Petersburg,Petersburg Pilot,http://www.petersburgpilot.com/
AK,Seldovia,Seldovia Gazette,http://www.seldovia.com/seldovia-gazette/
AK,Seward,Seward Phoenix Log,http://www.thesewardphoenixlog.com/
AK,Sitka,Daily Sitka Sentinel,http://sitkasentinel.com/
AK,Skagway,Skagway News ,http://www.skagwaynews.com/
AK,Valdez,Valdez Star,http://www.valdezstar.net/
AK,Wasilla,Frontiersman,http://www.frontiersman.com/
AK,Wrangell,Wrangell Sentinel ,http://www.wrangellsentinel.com/
